book_title, book_reference, author_names, avg_rating, num_ratings, year_published 
Wild: From Lost to Found on the Pacific Crest Trail (Hardcover),/book/show/12262741-wild,Cheryl Strayed,4.01,610127,2012
The Fire Starter Sessions: A Soulful + Practical Guide to Creating Success on Your Own Terms (Hardcover),/book/show/12977680-the-fire-starter-sessions,Danielle LaPorte,4.07,4204,2012
The Dialectical Behavior Therapy Skills Workbook: Practical DBT Exercises for Learning Mindfulness; Interpersonal Effectiveness; Emotion Regulation; and Distress Tolerance (Paperback),/book/show/369266.The_Dialectical_Behavior_Therapy_Skills_Workbook,Matthew McKay,4.25,3377,2007
The Voice of Knowledge: A Practical Guide to Inner Peace (Paperback),/book/show/137883.The_Voice_of_Knowledge,Miguel Ruiz,4.21,6159,2000
How We Decide (Hardcover),/book/show/3860977-how-we-decide,Jonah Lehrer,3.83,38647,2009
Get Out of Your Mind and Into Your Life: The New Acceptance and Commitment Therapy (Paperback),/book/show/25348.Get_Out_of_Your_Mind_and_Into_Your_Life,Steven C. Hayes,4.06,1909,2005
The Book on the Taboo Against Knowing Who You Are (Mass Market Paperback),/book/show/60551.The_Book_on_the_Taboo_Against_Knowing_Who_You_Are,Alan W. Watts,4.24,15903,1966
For Women Only: What You Need to Know About the Inner Lives of Men (Hardcover),/book/show/15797975-for-women-only,Shaunti Feldhahn,4.07,24178,2004
Fair Play: A Game-Changing Solution for When You Have Too Much to Do (And More Life to Live),/book/show/44071899-fair-play,Eve Rodsky,3.34,4447,2019
Many Lives; Many Masters: The True Story of a Prominent Psychiatrist; His Young Patient; and the Past Life Therapy That Changed Both Their Lives (Hardcover),/book/show/34452.Many_Lives_Many_Masters,Brian L. Weiss,4.16,37812,1988
How Full Is Your Bucket? (Hardcover),/book/show/49266.How_Full_Is_Your_Bucket_,Tom Rath,3.87,6908,2004
How to Be Miserable: 40 Strategies You Already Use (Paperback),/book/show/25898044-how-to-be-miserable,Randy J. Paterson,4.02,1782,2016
How to Have a Good Day: Harness the Power of Behavioral Science to Transform Your Working Life (Kindle Edition),/book/show/28370086-how-to-have-a-good-day,Caroline  Webb,4.02,2090,2016
A Course in Miracles (Hardcover),/book/show/173673.A_Course_in_Miracles,Foundation for Inner Peace,4.18,27528,1975
Healing the Child Within: Discovery and Recovery for Adult Children of Dysfunctional Families (Paperback),/book/show/354714.Healing_the_Child_Within,Charles L. Whitfield,4.11,4431,1987
The Consolations of Philosophy (Paperback),/book/show/23419.The_Consolations_of_Philosophy,Alain de Botton,4.01,22160,2000
When I Say No; I Feel Guilty: How to Cope - Using the Skills of Systematic Assertive Therapy (Paperback),/book/show/1098624.When_I_Say_No_I_Feel_Guilty,Manuel J. Smith,4.02,1781,1975
The Motivation Hacker (ebook),/book/show/17788725-the-motivation-hacker,Nick Winter,3.75,1348,2013
Poke the Box (Hardcover),/book/show/10368067-poke-the-box,Seth Godin,3.79,12526,2011
Working with Emotional Intelligence (Paperback),/book/show/27537.Working_with_Emotional_Intelligence,Daniel Goleman,3.82,4194,1998
The Black Swan: The Impact of the Highly Improbable (Hardcover),/book/show/242472.The_Black_Swan,Nassim Nicholas Taleb,3.94,84448,2007
The Color Code: A New Way to See Yourself; Your Relationships; and Life (Paperback),/book/show/44847.The_Color_Code,Taylor Hartman,3.91,3043,1987
The Art of Communicating (ebook),/book/show/17331360-the-art-of-communicating,Thich Nhat Hanh,4.1,5301,2013
How to Find Fulfilling Work (Paperback),/book/show/14059030-how-to-find-fulfilling-work,Roman Krznaric,3.89,2220,2012
The Verbally Abusive Relationship: How to Recognize It and How to Respond (Paperback),/book/show/402366.The_Verbally_Abusive_Relationship,Patricia Evans,4.24,3689,1992
Waking the Tiger: Healing Trauma (Paperback),/book/show/384924.Waking_the_Tiger,Peter A. Levine,4.13,4212,1993
The Highly Sensitive Person in Love: Understanding and Managing Relationships When the World Overwhelms You (Paperback),/book/show/155383.The_Highly_Sensitive_Person_in_Love,Elaine N. Aron,3.89,1545,1996
Parenting With Love and Logic (Hardcover),/book/show/46186.Parenting_With_Love_and_Logic,Foster W. Cline,4.07,11791,1990
How to Be a Stoic: Using Ancient Philosophy to Live a Modern Life (Hardcover),/book/show/31423245-how-to-be-a-stoic,Massimo Pigliucci,4.03,4474,2017
The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich (Paperback),/book/show/621.The_Automatic_Millionaire,David Bach,3.94,15332,2003
Captivating: Unveiling the Mystery of a Woman's Soul (Hardcover),/book/show/11413.Captivating,John Eldredge,3.91,67887,2004
Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them (Paperback),/book/show/270435.Heal_Your_Body,Louise L. Hay,4.36,14755,1976
Personality Plus: How to Understand Others by Understanding Yourself (Paperback),/book/show/319286.Personality_Plus,Florence Littauer,4.2,9189,1983
Your Best Life Now: 7 Steps to Living at Your Full Potential (Hardcover),/book/show/95707.Your_Best_Life_Now,Joel Osteen,3.99,12927,2004
Joy at Work: Organizing Your Professional Life (Hardcover),/book/show/53071025-joy-at-work,Marie Kond\xc5\x8d,3.51,2100,2020
Soulful Simplicity: How Living with Less Can Lead to So Much More (Hardcover),/book/show/34912787-soulful-simplicity,Courtney Carver,3.94,3863,2017
The Financial Diet (Hardcover),/book/show/32927009-the-financial-diet,Chelsea Fagan,3.46,3852,2018
The New Psycho-Cybernetics: The Original Science of Self-Improvement and Success That Has Changed the Lives of 30 Million People (Paperback),/book/show/155980.The_New_Psycho_Cybernetics,Dan S.   Kennedy,4.3,2282,1998
Warrior of the Light (Paperback),/book/show/1426.Warrior_of_the_Light,Paulo Coelho,3.7,30490,1997
Awareness: A de Mello Spirituality Conference in His Own Words (Paperback),/book/show/94318.Awareness,Anthony de Mello,4.29,8660,1990
Ready for Anything: 52 Productivity Principles for Getting Things Done (Paperback),/book/show/2581.Ready_for_Anything,David    Allen,3.85,4445,2003
Please Understand Me: Character and Temperament Types (Paperback),/book/show/104191.Please_Understand_Me,David Keirsey,4.1,8838,1984
Clear Your Clutter with Feng Shui (Hardcover),/book/show/27071482-clear-your-clutter-with-feng-shui,Karen Kingston,3.97,3161,1998
The Magic of Believing (Paperback),/book/show/968009.The_Magic_of_Believing,Claude M. Bristol,4.23,4335,1948
Let Your Life Speak: Listening for the Voice of Vocation (Hardcover),/book/show/67862.Let_Your_Life_Speak,Parker J. Palmer,4.14,9332,2000
A Complaint Free World: How to Stop Complaining and Start Enjoying the Life You Always Wanted (Hardcover),/book/show/1469401.A_Complaint_Free_World,Will Bowen,3.94,2667,2007
Resilience: Hard-Won Wisdom for Living a Better Life (Audio CD),/book/show/22609866-resilience,Eric Greitens,4.28,3094,2015
Keep Going: 10 Ways to Stay Creative in Good Times and Bad (Paperback),/book/show/40591677-keep-going,Austin Kleon,4.32,4715,2019
Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts (Hardcover),/book/show/35957157-thinking-in-bets,Annie Duke,3.84,7718,2018
How to Be Everything: A Guide for Those Who (Still) Don't Know What They Want to Be When They Grow Up,/book/show/31307672-how-to-be-everything,Emilie Wapnick,3.86,1783,2017
Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment (Audiobook),/book/show/32895535-why-buddhism-is-true,Robert Wright,4.02,13687,2017
Why Men Don't Listen and Women Can't Read Maps: How We're Different and What to Do About It (Paperback),/book/show/162314.Why_Men_Don_t_Listen_and_Women_Can_t_Read_Maps,Allan Pease,3.77,9525,1998
Food Rules: An Eater's Manual (Paperback),/book/show/7015635-food-rules,Michael Pollan,4,40004,2008
Adult Children of Alcoholics (Paperback),/book/show/142957.Adult_Children_of_Alcoholics,Janet Geringer Woititz,4.16,3795,1983
There Is Nothing Wrong with You: Going Beyond Self-Hate (Paperback),/book/show/27580.There_Is_Nothing_Wrong_with_You,Cheri Huber,4.17,1721,1997
Being Happy! (Paperback),/book/show/92302.Being_Happy_,Andrew Matthews,4.21,3139,1988
Something More: Excavating Your Authentic Self (Paperback),/book/show/127893.Something_More,Sarah Ban Breathnach,4.03,4058,1998
Ten Stupid Things Women Do to Mess Up Their Lives (Paperback),/book/show/783550.Ten_Stupid_Things_Women_Do_to_Mess_Up_Their_Lives,Laura Schlessinger,3.72,4750,1994
Personal Development for Smart People: The Conscious Pursuit of Personal Growth (Hardcover),/book/show/3074052-personal-development-for-smart-people,Steve Pavlina,3.96,4160,2008
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts (Hardcover),/book/show/52780142-get-out-of-your-head,Jennie Allen,4.3,5896,2020
Sorry I'm Late; I Didn't Want to Come: An Introvert's Year of Living Dangerously (Hardcover),/book/show/41577600-sorry-i-m-late-i-didn-t-want-to-come,Jessica Pan,3.94,7387,2019
The Moment of Lift: How Empowering Women Changes the World (Hardcover),/book/show/40776644-the-moment-of-lift,Melinda Gates,4.31,35306,2019
21 Lessons for the 21st Century (Hardcover),/book/show/38820046-21-lessons-for-the-21st-century,Yuval Noah Harari,4.17,84250,2018
Becoming Supernatural: How Common People Are Doing the Uncommon (Kindle Edition),/book/show/35852435-becoming-supernatural,Joe Dispenza,4.32,4088,2017
Awakening Your Ikigai: How the Japanese Wake Up to Joy and Purpose Every Day (Hardcover),/book/show/36496221-awakening-your-ikigai,Ken Mogi,3.59,4648,2017
There Is No Good Card for This: What To Say and Do When Life Is Scary; Awful; and Unfair to People You Love (ebook),/book/show/28257714-there-is-no-good-card-for-this,Kelsey Crowe,4.23,2215,2017
Be Obsessed or Be Average (Hardcover),/book/show/27246148-be-obsessed-or-be-average,Grant Cardone,4.06,3641,2016
How to Manage Your Home Without Losing Your Mind: Dealing with Your House's Dirty Little Secrets (Paperback),/book/show/29492076-how-to-manage-your-home-without-losing-your-mind,Dana K. White,4.21,3795,2016
Pre-Suasion: A Revolutionary Way to Influence and Persuade (Hardcover),/book/show/29238799-pre-suasion,Robert B. Cialdini,4.04,5674,2016
Tr\xc3\xaan \xc4\x90\xc6\xb0\xe1\xbb\x9dng B\xc4\x83ng (Paperback),/book/show/26187127-tr-n-ng-b-ng,Tony Bu\xe1\xbb\x95i S\xc3\xa1ng,4.23,4020,2005
The Art of Work (Paperback),/book/show/21548935-the-art-of-work,Jeff Goins,3.91,2972,2015
Hooked: How to Build Habit-Forming Products (Hardcover),/book/show/22668729-hooked,Nir   Eyal,4.09,25427,2013
Grain Brain: The Surprising Truth about Wheat; Carbs;  and Sugar--Your Brain's Silent Killers (Hardcover),/book/show/17333302-grain-brain,David Perlmutter,3.89,18949,2013
Anything You Want (Kindle Edition),/book/show/11878168-anything-you-want,Derek Sivers,4.07,16427,2011
Stop Saying You're Fine: Discover a More Powerful You (Hardcover),/book/show/9735065-stop-saying-you-re-fine,Mel Robbins,3.96,1558,2011
The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science (Hardcover),/book/show/570172.The_Brain_that_Changes_Itself,Norman Doidge,4.19,30451,2007
Stop Doing That Sh*t: End Self-Sabotage and Demand Your Life Back (Hardcover),/book/show/41180663-stop-doing-that-sh-t,Gary John Bishop,3.87,2275,2019
Whatever You Think; Think the Opposite (Paperback),/book/show/265525.Whatever_You_Think_Think_the_Opposite,Paul Arden,3.88,7945,2006
The Art of Gathering: How We Meet and Why It Matters (Hardcover),/book/show/37424706-the-art-of-gathering,Priya Parker,3.98,5619,2018
Insight: Why We're Not as Self-Aware as We Think; and How Seeing Ourselves Clearly Helps Us Succeed at Work and in Life (Hardcover),/book/show/31522008-insight,Tasha Eurich,3.84,1532,2017
The Leader In You: How to Win Friends; Influence People and Succeed in a Changing World (Mass Market Paperback),/book/show/4873.The_Leader_In_You,Dale Carnegie,4.09,4472,1993
The Worry Trick: How Your Brain Tricks You Into Expecting the Worst and What You Can Do About It (Paperback),/book/show/23845923-the-worry-trick,David A.  Carbonell,3.74,1186,2016
Principles (Summary),/book/show/12935037-principles,Ray Dalio,4.16,5797,2011
Level Up Your Life: How to Unlock Adventure and Happiness by Becoming the Hero of Your Own Story (Hardcover),/book/show/24615920-level-up-your-life,Steve Kamb,4.08,2140,2016
The Surrender Experiment: My Journey into Life's Perfection (Paperback),/book/show/23164946-the-surrender-experiment,Michael A. Singer,4.06,6993,2015
Rewire: Change Your Brain to Break Bad Habits; Overcome Addictions; Conquer Self-Destructive Behavior (Hardcover),/book/show/18668061-rewire,Richard O'Connor,3.81,1245,2014
How Not to Be Wrong: The Power of Mathematical Thinking (Hardcover),/book/show/18693884-how-not-to-be-wrong,Jordan Ellenberg,3.96,13959,2014
Subliminal: How Your Unconscious Mind Rules Your Behavior (Hardcover),/book/show/13058637-subliminal,Leonard Mlodinow,4.07,9762,2012
This Will Make You Smarter: New Scientific Concepts to Improve Your Thinking (Paperback),/book/show/13035774-this-will-make-you-smarter,John Brockman,3.8,6305,2012
Seeking Wisdom: From Darwin To Munger (Hardcover),/book/show/1995421.Seeking_Wisdom,Peter Bevelin,4.37,2789,2003
You Are Not Your Brain: The 4-Step Solution for Changing Bad Habits; Ending Unhealthy Thinking; and Taking Control of Your Life (Hardcover),/book/show/9902541-you-are-not-your-brain,Jeffrey M. Schwartz,3.98,1164,2011
Procrastination: Why You Do It; What To Do About It (Paperback),/book/show/1141601.Procrastination,Jane B. Burka,3.91,1382,1982
Black Box Thinking: Why Some People Never Learn from Their Mistakes - But Some Do (Hardcover),/book/show/24611735-black-box-thinking,Matthew Syed,4.32,7075,2015
The Wisdom of No Escape: How to Love Yourself and Your World (Paperback),/book/show/141209.The_Wisdom_of_No_Escape,Pema Ch\xc3\xb6dr\xc3\xb6n,4.29,5937,1991
Sapiens: A Brief History of Humankind (Paperback),/book/show/23692271-sapiens,Yuval Noah Harari,4.42,486317,2011
Girl Code: Unlocking the Secrets to Success; Sanity; and Happiness for the Female Entrepreneur (Paperback),/book/show/26123021-girl-code,Cara Alwill Leyba,3.96,2995,2015
Crucial Confrontations: Tools for Resolving Broken Promises; Violated Expectations; and Bad Behavior (Paperback),/book/show/168962.Crucial_Confrontations,Kerry Patterson,4.12,6543,2004
Letters from a Stoic (Paperback),/book/show/97411.Letters_from_a_Stoic,Seneca,4.34,20668,64
The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind; Survive Everyday Parenting Struggles; and Help Your Family Thrive (Hardcover),/book/show/10353369-the-whole-brain-child,Daniel J. Siegel,4.21,19153,2011
The Hoarder in You: How to Live a Happier; Healthier; Uncluttered Life (Hardcover),/book/show/11452567-the-hoarder-in-you,Robin Zasio,3.7,1979,2011
Emotional Freedom: Liberate Yourself from Negative Emotions and Transform Your Life (Hardcover),/book/show/3495155-emotional-freedom,Judith Orloff,3.85,1468,2009
The 9 Steps to Financial Freedom: Practical and Spiritual Steps So You Can Stop Worrying (Paperback),/book/show/166021.The_9_Steps_to_Financial_Freedom,Suze Orman,3.75,2953,1997
Please Understand Me II: Temperament; Character; Intelligence (Paperback),/book/show/104190.Please_Understand_Me_II,David Keirsey,4.17,6062,1998
Becoming (Hardcover),/book/show/38746485-becoming,Michelle Obama,4.54,544445,2018
Solve for Happy: Engineer Your Path to Joy (Hardcover),/book/show/30354426-solve-for-happy,Mo Gawdat,3.95,3962,2017
Conversations with God: An Uncommon Dialogue; Book 1 (Hardcover),/book/show/15015.Conversations_with_God,Neale Donald Walsch,4.17,30179,1995
Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),/book/show/26452130-dare,Barry McDonagh,4.25,1987,2015
How to Love (Mindfulness Essentials; #3),/book/show/22309627-how-to-love,Thich Nhat Hanh,4.34,5464,2014
C\xc3\xa0 Ph\xc3\xaa C\xc3\xb9ng Tony (Paperback),/book/show/23276781-c-ph-c-ng-tony,Tony Bu\xe1\xbb\x95i S\xc3\xa1ng,4.24,3571,2014
Wheat Belly: Lose the Wheat; Lose the Weight; and Find Your Path Back to Health (Hardcover),/book/show/11505008-wheat-belly,William  Davis,3.72,28598,2011
Making Habits; Breaking Habits: Why We Do Things; Why We Don't; and How to Make Any Change Stick (Hardcover),/book/show/13587213-making-habits-breaking-habits,Jeremy  Dean,3.68,2134,2012
Unglued: Making Wise Choices in the Midst of Raw Emotions (Paperback),/book/show/13700247-unglued,Lysa TerKeurst,4.19,12209,2012
The Shallows: What the Internet Is Doing to Our Brains (Paperback),/book/show/9778945-the-shallows,Nicholas Carr,3.88,22853,2010
Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss (Paperback),/book/show/34451.Eat_to_Live,Joel Fuhrman,4.13,13412,2003
You'll See It When You Believe It: The Way to Your Personal Transformation (Paperback),/book/show/1141544.You_ll_See_It_When_You_Believe_It,Wayne W. Dyer,4.22,4543,1989
10 Secrets for Success and Inner Peace (Hardcover),/book/show/926206.10_Secrets_for_Success_and_Inner_Peace,Wayne W. Dyer,4.29,3428,2001
The Courage to Heal: A Guide for Women Survivors of Child Sexual Abuse (Paperback),/book/show/3090406-the-courage-to-heal,Ellen Bass,4.21,7491,1988
In Defense of Food: An Eater's Manifesto (Hardcover),/book/show/315425.In_Defense_of_Food,Michael Pollan,4.08,101947,2008
Pulling Your Own Strings (Paperback),/book/show/344718.Pulling_Your_Own_Strings,Wayne W. Dyer,4.07,1289,1978
The Mind Illuminated: A Complete Meditation Guide Integrating Buddhist Wisdom and Brain Science (Paperback),/book/show/25942786-the-mind-illuminated,Culadasa (John Yates),4.31,2354,2015
How to Be a Person in the World: Ask Polly's Guide Through the Paradoxes of Modern Life (Hardcover),/book/show/27065373-how-to-be-a-person-in-the-world,Heather Havrilesky,3.84,3396,2016
Rewire Your Anxious Brain: How to Use the Neuroscience of Fear to End Anxiety; Panic; and Worry (Paperback),/book/show/20344354-rewire-your-anxious-brain,Catherine M. Pittman,4.08,1365,2015
Life Is What You Make It: Find Your Own Path to Fulfillment (Hardcover),/book/show/7641110-life-is-what-you-make-it,Peter Buffett,3.78,1694,2010
You Learn by Living: Eleven Keys for a More Fulfilling Life (Paperback),/book/show/78509.You_Learn_by_Living,Eleanor Roosevelt,3.98,3349,1960
Throw Out Fifty Things: Clear the Clutter; Find Your Life (Hardcover),/book/show/5892636-throw-out-fifty-things,Gail Blanke,3.46,2435,2009
The Path Between Us: An Enneagram Journey to Healthy Relationships (Hardcover),/book/show/36638638-the-path-between-us,Suzanne Stabile,4.15,4974,2018
Reclaim Your Heart: Personal Insights on Breaking Free from Life's Shackles (Paperback),/book/show/16112413-reclaim-your-heart,Yasmin Mogahed,4.41,7550,2012
Superhuman by Habit: A Guide to Becoming the Best Possible Version of Yourself; One Tiny Habit at a Time (Kindle Edition),/book/show/23206969-superhuman-by-habit,Tynan,3.79,1980,2014
Willpower Doesn't Work: Discover the Hidden Keys to Success (Hardcover),/book/show/35604684-willpower-doesn-t-work,Benjamin Hardy,4.06,1759,2018
The Honest Truth About Dishonesty: How We Lie to Everyone - Especially Ourselves (Hardcover),/book/show/13426114-the-honest-truth-about-dishonesty,Dan Ariely,3.93,13432,2012
Acres of Diamonds (Paperback),/book/show/49232.Acres_of_Diamonds,Russell H. Conwell,4.21,8047,1892
Why Men Marry Bitches (Kindle Edition),/book/show/33548595-why-men-marry-bitches,Sherry Argov,3.87,8092,2002
The Relationship Cure: A 5 Step Guide to Strengthening Your Marriage; Family; and Friendships (Paperback),/book/show/56511.The_Relationship_Cure,John M. Gottman,4.05,1969,2001
F**k It: The Ultimate Spiritual Way (Paperback),/book/show/4837266-f-k-it,John C. Parkin,3.42,4252,2007
\xd9\x84\xd8\xa7 \xd8\xaa\xd8\xad\xd8\xb2\xd9\x86 (Paperback),/book/show/2750180,\xd8\xb9\xd8\xa7\xd8\xa6\xd8\xb6 \xd8\xa7\xd9\x84\xd9\x82\xd8\xb1\xd9\x86\xd9\x8a,4.13,28177,2003
We Need to Talk: How to Have Conversations that Matter (ebook),/book/show/33385019-we-need-to-talk,Celeste Headlee,3.97,2417,2017
Playing Big: Find Your Voice; Your Mission; Your Message (Paperback),/book/show/25310678-playing-big,Tara Mohr,4.2,3002,2014
The Book of Secrets: Unlocking the Hidden Dimensions of Your Life (Paperback),/book/show/104909.The_Book_of_Secrets,Deepak Chopra,3.97,6510,2004
One Year to an Organized Life: From Your Closets to Your Finances; the Week-by-Week Guide to Getting Completely Organized for Good (Audio CD),/book/show/13543393-one-year-to-an-organized-life,Regina Leeds,3.45,1180,2007
Homecoming: Reclaiming and Healing Your Inner Child (Paperback),/book/show/12124.Homecoming,John Bradshaw,3.99,1379,1990
The Go-Getter (a Story That Tells You How to Be One),/book/show/281881.The_Go_Getter,Peter B. Kyne,4.16,7907,1920
How To Enjoy Your Life And Your Job (Paperback),/book/show/4870.How_To_Enjoy_Your_Life_And_Your_Job,Dale Carnegie,3.98,2567,1955
The Minimalist Home: A Room-By-Room Guide to a Decluttered; Refocused Life (Hardcover),/book/show/39810030-the-minimalist-home,Joshua Becker,3.62,4087,2018
Help Me!: One Woman\xe2\x80\x99s Quest to Find Out if Self-Help Really Can Change Her Life (ebook),/book/show/38136826-help-me,Marianne Power,3.9,3735,2018
The Culture Code: The Secrets of Highly Successful Groups (Hardcover),/book/show/33517721-the-culture-code,Daniel Coyle,4.32,14153,2017
Why Won\xe2\x80\x99t You Apologize?: Healing Big Betrayals and Everyday Hurts (Hardcover),/book/show/29430730-why-won-t-you-apologize,Harriet Lerner,4.31,1903,2017
Psycho-Cybernetics; Updated and Expanded (Paperback),/book/show/24611751-psycho-cybernetics-updated-and-expanded,Maxwell Maltz,4.42,1814,2015
Verbal Judo: The Gentle Art of Persuasion (Paperback),/book/show/865508.Verbal_Judo,George J. Thompson,3.81,3555,1993
The Dance of Fear: Rising Above Anxiety; Fear; and Shame to Be Your Best and Bravest Self (Paperback),/book/show/162749.The_Dance_of_Fear,Harriet Lerner,3.96,1240,2004
Delivering Happiness: A Path to Profits; Passion; and Purpose (Hardcover),/book/show/6828896-delivering-happiness,Tony Hsieh,4,61448,2010
The Book of Awesome (Pasta dura),/book/show/7381647-the-book-of-awesome,Neil Pasricha,3.81,10715,2010
Why Zebras Don't Get Ulcers (Paperback),/book/show/327.Why_Zebras_Don_t_Get_Ulcers,Robert M. Sapolsky,4.17,8769,1993
Screw It; Let's Do It: Lessons In Life (Paperback),/book/show/198863.Screw_It_Let_s_Do_It,Richard Branson,3.93,12875,2006
First; Break All the Rules: What the World's Greatest Managers Do Differently (Hardcover),/book/show/50937.First_Break_All_the_Rules,Marcus Buckingham,3.93,35596,1998
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes (Paperback),/book/show/596259.Standing_for_Something,Gordon B. Hinckley,4.6,14038,2000
The Love Dare (Leather Bound),/book/show/4499669-the-love-dare,Stephen Kendrick,4.39,51710,2008
Everybody; Always: Becoming Love in a World Full of Setbacks and Difficult People (Paperback),/book/show/36289256-everybody-always,Bob Goff,4.5,22357,2018
This Is Water: Some Thoughts; Delivered on a Significant Occasion; about Living a Compassionate Life (Hardcover),/book/show/5986375-this-is-water,David Foster Wallace,4.51,22390,2009
Broke Millennial: Stop Scraping by and Get Your Financial Life Together (Paperback),/book/show/32335700-broke-millennial,Erin Lowry,3.95,2407,2017
The Barefoot Investor: The Only Money Guide You'll Ever Need (Kindle Edition),/book/show/33121747-the-barefoot-investor,Scott Pape,4.45,12236,2016
The Curated Closet: A Simple System for Discovering Your Personal Style and Building Your Dream Wardrobe (Paperback),/book/show/28364022-the-curated-closet,Anuschka Rees,3.77,3677,2016
Happy: Why More or Less Everything is Absolutely Fine (Paperback),/book/show/30142270-happy,Derren Brown,4.07,4653,2016
Bounce: Mozart; Federer; Picasso; Beckham; and the Science of Success (Hardcover),/book/show/7845157-bounce,Matthew Syed,4.06,6700,2010
Mastering Your Mean Girl: The No-BS Guide to Silencing Your Inner Critic and Becoming Wildly Wealthy; Fabulously Healthy; and Bursting with Love (Paperback),/book/show/25810365-mastering-your-mean-girl,Melissa Ambrosini,3.87,2028,2016
Men; Women; and Worthiness: The Experience of Shame and the Power of Being Enough (Audio CD),/book/show/15894631-men-women-and-worthiness,Bren\xc3\xa9 Brown,4.51,2044,2012
Fear: Essential Wisdom for Getting Through the Storm (Hardcover),/book/show/13623836-fear,Thich Nhat Hanh,4.09,4046,2012
The Charge: Activating the 10 Human Drives That Make You Feel Alive (Hardcover),/book/show/13260177-the-charge,Brendon Burchard,4.08,1703,2012
The Flinch (Kindle Edition),/book/show/13159280-the-flinch,Julien Smith,3.75,5280,2011
Spontaneous Happiness (Hardcover),/book/show/11542326-spontaneous-happiness,Andrew Weil,3.85,2053,2011
Life Without Limits (Hardcover),/book/show/8639945-life-without-limits,Nick Vujicic,4.14,7305,2007
Status Anxiety (Paperback),/book/show/23425.Status_Anxiety,Alain de Botton,3.91,12729,2004
The Four Agreements Companion Book: Using the Four Agreements to Master the Dream of Your Life (Paperback),/book/show/6597.The_Four_Agreements_Companion_Book,Miguel Ruiz,4.24,3961,2000
The Strangest Secret (Paperback),/book/show/630591.The_Strangest_Secret,Earl Nightingale,4.47,3827,1976
You Just Don't Understand: Women and Men in Conversation (Paperback),/book/show/147222.You_Just_Don_t_Understand,Deborah Tannen,3.87,5534,1990
The Art of Public Speaking (Hardcover),/book/show/3363618-the-art-of-public-speaking,Dale Carnegie,3.89,3543,1915
Me and White Supremacy: Combat Racism; Change the World; and Become a Good Ancestor (Hardcover),/book/show/46002342-me-and-white-supremacy,Layla F. Saad,4.38,12688,2020
The Gratitude Diaries: How a Year Looking on the Bright Side Can Transform Your Life (Hardcover),/book/show/24611936-the-gratitude-diaries,Janice Kaplan,3.9,3664,2015
Hardcore Self Help: F**k Anxiety (Kindle Edition),/book/show/23211224-hardcore-self-help,Robert Duff,3.97,2412,2014
The Art of Stillness: Adventures in Going Nowhere (Hardcover),/book/show/21976060-the-art-of-stillness,Pico Iyer,3.69,5881,2014
The Best Yes: Making Wise Decisions in the Midst of Endless Demands (Paperback),/book/show/18850607-the-best-yes,Lysa TerKeurst,4.14,13150,2014
The Tapping Solution: A Revolutionary System for Stress-Free Living (Hardcover),/book/show/15814365-the-tapping-solution,Nick Ortner,4.02,1761,2013
How to Be Interesting: An Instruction Manual (Paperback),/book/show/17120207-how-to-be-interesting,Jessica Hagy,3.7,2570,2013
Simplify: 7 Guiding Principles to Help Anyone Declutter Their Home and Life (Kindle Edition),/book/show/13049773-simplify,Joshua Becker,3.88,4106,2010
You Are Here: Discovering the Magic of the Present Moment (Hardcover),/book/show/6366371-you-are-here,Thich Nhat Hanh,4.25,5688,2004
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel (Paperback),/book/show/100247.Vagabonding,Rolf Potts,3.94,20601,2002
Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness (Paperback),/book/show/18736.Going_to_Pieces_Without_Falling_Apart,Mark Epstein,3.86,5477,1998
Love Is Letting Go of Fear (Paperback),/book/show/187634.Love_Is_Letting_Go_of_Fear,Gerald G. Jampolsky,4.18,2495,1979
Comfortable with Uncertainty: 108 Teachings on Cultivating Fearlessness and Compassion (Paperback),/book/show/108829.Comfortable_with_Uncertainty,Pema Ch\xc3\xb6dr\xc3\xb6n,4.26,5233,2002
The Memory Book: The Classic Guide to Improving Your Memory at Work; at School; and at Play (Paperback),/book/show/349426.The_Memory_Book,Harry Lorayne,3.98,1938,1974
The Biology of Belief: Unleashing the Power of Consciousness; Matter and Miracles (Hardcover),/book/show/90556.The_Biology_of_Belief,Bruce H. Lipton,4.17,11424,2005
Good Vibes; Good Life: How Self-Love Is the Key to Unlocking Your Greatness (Kindle Edition),/book/show/42186465-good-vibes-good-life,Vex King,4.22,3795,2018
In Conclusion; Don't Worry About It (Kindle Edition),/book/show/36341878-in-conclusion-don-t-worry-about-it,Lauren Graham,3.75,9399,2018
