book_title, book_reference, author_names, avg_rating, num_ratings, year_published 
Personality Types: Using the Enneagram for Self-Discovery (Paperback),/book/show/311071.Personality_Types,Don Richard Riso,4.16,2754,1987
Mind Power Into the 21st Century: Techniques to Harness the Astounding Powers of Thought (Paperback),/book/show/180089.Mind_Power_Into_the_21st_Century,John Kehoe,4.23,2601,1996
Overcoming Social Anxiety and Shyness (Overcoming),/book/show/913420.Overcoming_Social_Anxiety_and_Shyness,Gillian Butler,3.8,514,1999
Educated (Hardcover),/book/show/35133922-educated,Tara Westover,4.47,773139,2018
The Amazing Power of Deliberate Intent (Paperback),/book/show/218873.The_Amazing_Power_of_Deliberate_Intent,Esther Hicks,4.25,8177,2006
It's OK That You're Not OK: Meeting Grief and Loss in a Culture That Doesn't Understand (Audio CD),/book/show/34261775-it-s-ok-that-you-re-not-ok,Megan Devine,4.45,2274,2017
The Self-Love Experiment: Fifteen Principles for Becoming More Kind; Compassionate; and Accepting of Yourself (Paperback),/book/show/33312268-the-self-love-experiment,Shannon Kaiser,3.53,750,2017
Calm: Calm the Mind. Change the World (Paperback),/book/show/25194140-calm,Michael Acton Smith,4.16,1351,2015
The Brain Fog Fix: Reclaim Your Focus; Memory; and Joy in Just 3 Weeks (Hardcover),/book/show/24886256-the-brain-fog-fix,Mike Dow,3.46,2193,2015
Living with a SEAL: 31 Days Training with the Toughest Man on the Planet (Hardcover),/book/show/25066990-living-with-a-seal,Jesse Itzler,4.27,10988,2015
The 4 Disciplines of Execution: Achieving Your Wildly Important Goals (Hardcover),/book/show/13260184-the-4-disciplines-of-execution,Chris McChesney,4.13,5571,2011
No Mud; No Lotus: The Art of Transforming Suffering (Paperback),/book/show/20949716-no-mud-no-lotus,Thich Nhat Hanh,4.25,4419,2014
I Kissed Dating Goodbye: A New Attitude Toward Relationships and Romance (Paperback),/book/show/107195.I_Kissed_Dating_Goodbye,Joshua Harris,3.55,19954,1996
Re-Awaken the Giant Within (ebook),/book/show/22267078-re-awaken-the-giant-within,Anthony Robbins,4.05,1005,2013
L'art de la Simplicit\xc3\xa9: How to Live More with Less (Paperback),/book/show/9788928-l-art-de-la-simplicit,Dominique Loreau,3.49,3549,2005
The Top Five Regrets of the Dying: A Life Transformed by the Dearly Departing (Kindle Edition),/book/show/13059271-the-top-five-regrets-of-the-dying,Bronnie Ware,3.79,3631,2011
Ng\xc3\xa0y x\xc6\xb0a c\xc3\xb3 m\xe1\xbb\x99t con b\xc3\xb2 (Paperback),/book/show/16046160-ng-y-x-a-c-m-t-con-b,Camilo Cruz,3.89,2514,2003
Steve Jobs (Hardcover),/book/show/11084145-steve-jobs,Walter Isaacson,4.14,945306,2011
Trauma Stewardship: An Everyday Guide to Caring for Self While Caring for Others (Paperback),/book/show/5653041-trauma-stewardship,Laura Van Dernoot Lipsky,4.34,2904,2007
Reinventing the Body; Resurrecting the Soul: How to Create a New You (Hardcover),/book/show/6383910-reinventing-the-body-resurrecting-the-soul,Deepak Chopra,3.88,3140,2002
Breakthrough Rapid Reading (Paperback),/book/show/100800.Breakthrough_Rapid_Reading,Peter Kump,3.75,925,1979
The Procrastinator's Handbook: Mastering the Art of Doing It Now (Paperback),/book/show/624847.The_Procrastinator_s_Handbook,Rita Emmett,3.57,562,2000
The Shack (Kindle Edition),/book/show/40874325-the-shack,William Paul Young,3.78,534929,2007
You Can If You Think You Can (Paperback),/book/show/985881.You_Can_If_You_Think_You_Can,Norman Vincent Peale,4.25,2080,1974
The Power of a Praying Wife (Paperback),/book/show/18054698-the-power-of-a-praying-wife,Stormie Omartian,4.33,49137,1996
An Unquiet Mind: A Memoir of Moods and Madness (Paperback),/book/show/361459.An_Unquiet_Mind,Kay Redfield Jamison,4.05,60902,1995
Don't Sweat the Small Stuff with Your Family: Simple Ways to Keep Daily Responsibilities and Household Chaos from Taking Over Your Life (Paperback),/book/show/790501.Don_t_Sweat_the_Small_Stuff_with_Your_Family,Richard Carlson,3.9,1040,1998
The Pomodoro Technique (Hardcover),/book/show/18482790-the-pomodoro-technique,Francesco Cirillo,3.73,1413,2006
Mars and Venus on a Date: A Guide for Navigating the 5 Stages of Dating to Create a Loving and Lasting Relationship (Paperback),/book/show/88965.Mars_and_Venus_on_a_Date,John Gray,3.86,2544,1997
Master-Key to Riches (Paperback),/book/show/844935.Master_Key_to_Riches,Napoleon Hill,4.26,4966,1945
How to Be Alone: If You Want To; and Even If You Don't (Paperback),/book/show/38532183-how-to-be-alone,Lane Moore,3.81,3420,2018
Not Nice: Stop People Pleasing; Staying Silent; & Feeling Guilty... And Start Speaking Up; Saying No; Asking Boldly; And Unapologetically Being Yourself (Kindle Edition),/book/show/36505071-not-nice,Aziz Gazipura,4.06,820,2017
Lagom: Not Too Little; Not Too Much; Just Right: The Swedish Guide to Creating Balance in Your Life (Hardcover),/book/show/34848677-lagom,Niki Brantmark,3.56,2500,2017
The Course of Love (Hardcover),/book/show/27845690-the-course-of-love,Alain de Botton,4.05,24970,2016
The Cozy Life: Rediscover the Joy of the Simple Things Through the Danish Concept of Hygge (Kindle Edition),/book/show/29866972-the-cozy-life,Pia Edberg,3.57,2347,2016
The Geography of Bliss: One Grump's Search for the Happiest Places in the World (Paperback),/book/show/1918305.The_Geography_of_Bliss,Eric    Weiner,3.83,31823,2008
Organize Tomorrow Today: 8 Ways to Retrain Your Mind to Optimize Performance at Work and in Life (Hardcover),/book/show/24693651-organize-tomorrow-today,Jason Selk,4.01,936,2015
The Art of People: 11 Simple People Skills That Will Get You Everything You Want (Hardcover),/book/show/25776063-the-art-of-people,Dave Kerpen,3.39,1171,2016
Act Like a Success; Think Like a Success (Hardcover),/book/show/20262403-act-like-a-success-think-like-a-success,Steve  Harvey,4.09,3227,2014
Khuy\xe1\xba\xbfn H\xe1\xbb\x8dc (Paperback),/book/show/11271902-khuy-n-h-c,Yukichi Fukuzawa,4.21,2018,1876
Happy Money: The Science of Smarter Spending (Hardcover),/book/show/15803098-happy-money,Elizabeth Dunn,3.67,2252,2013
The Attention Revolution: Unlocking the Power of the Focused Mind (Paperback),/book/show/64084.The_Attention_Revolution,B. Alan Wallace,3.96,783,2006
Om Chanting and Meditation (Kindle Edition),/book/show/9009637-om-chanting-and-meditation,Amit Ray,3.85,834,2010
EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches (Hardcover),/book/show/11306337-entreleadership,Dave Ramsey,4.21,11481,2011
Sway: The Irresistible Pull of Irrational Behavior (Hardcover),/book/show/2118114.Sway,Ori Brafman,3.78,18609,2008
Purple Cow: Transform Your Business by Being Remarkable (Hardcover),/book/show/641604.Purple_Cow,Seth Godin,3.77,44108,2003
You Can Read Anyone: Never Be Fooled; Lied To; or Taken Advantage of Again (Paperback),/book/show/95250.You_Can_Read_Anyone,David J. Lieberman,3.51,2178,2007
The Pathfinder: How to Choose or Change Your Career for a Lifetime of Satisfaction and Success (Paperback),/book/show/549008.The_Pathfinder,Nicholas Lore,3.69,895,1998
You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger (Hardcover),/book/show/29569.You,Michael F. Roizen,3.81,3882,2005
Siblings Without Rivalry: How to Help Your Children Live Together So You Can Live Too (Paperback),/book/show/12816644-siblings-without-rivalry,Adele Faber,4.17,8855,1987
People of the Lie: The Hope for Healing Human Evil (Paperback),/book/show/4451.People_of_the_Lie,M. Scott Peck,3.98,7134,1983
1-2-3 Magic: Effective Discipline for Children 2-12 (Paperback),/book/show/209009.1_2_3_Magic,Thomas W. Phelan,3.89,7454,1995
How To Get What You Want And Want What You Have (Paperback),/book/show/88962.How_To_Get_What_You_Want_And_Want_What_You_Have,John Gray,3.78,1074,1999
Limitless: Core Techniques to Improve Performance; Productivity; and Focus (Kindle Edition),/book/show/49994260-limitless,Jim Kwik,4.19,2298,
Zen: The Art of Simple Living (Hardcover),/book/show/41081321-zen,Shunmy\xc5\x8d Masuno,3.92,2465,2009
Best Self: Be You; Only Better (Audio CD),/book/show/42050447-best-self,Mike Bayer,3.72,767,
Resilient: How to Grow an Unshakable Core of Calm; Strength; and Happiness (Hardcover),/book/show/36025434-resilient,Rick Hanson,3.78,1193,2018
Almost Everything: Notes on Hope (Hardcover),/book/show/39203790-almost-everything,Anne Lamott,3.81,8853,2018
The Myth of the Nice Girl: Achieving a Career You Love Without Becoming a Person You Hate (Hardcover),/book/show/35721133-the-myth-of-the-nice-girl,Fran Hauser,4.03,1862,2018
Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control; Pregnancy Achievement; and Reproductive Health (Paperback),/book/show/22693240-taking-charge-of-your-fertility,Toni Weschler,4.53,8825,1995
10-10-10: A Life-Transforming Idea (Hardcover),/book/show/6314637-10-10-10,Suzy Welch,3.52,1336,2009
Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential (Paperback),/book/show/31558644-mindshift,Barbara Oakley,3.89,1067,2017
The Secret Thoughts of Successful Women (Hardcover),/book/show/10878510-the-secret-thoughts-of-successful-women,Valerie Young,3.85,1138,2011
15 Secrets Successful People Know About Time Management: The Productivity Habits of 7 Billionaires; 13 Olympic Athletes; 29 Straight-A Students; and 239 Entrepreneurs (Kindle Edition),/book/show/27139721-15-secrets-successful-people-know-about-time-management,Kevin E. Kruse,4.03,1754,2015
French Women Don't Get Fat: The Secret of Eating for Pleasure (Hardcover),/book/show/106882.French_Women_Don_t_Get_Fat,Mireille Guiliano,3.52,15891,2004
We Should All Be Feminists (Kindle Edition),/book/show/22738563-we-should-all-be-feminists,Chimamanda Ngozi Adichie,4.45,171116,2014
Smartcuts: How Hackers; Innovators; and Icons Accelerate Success (Hardcover),/book/show/20910174-smartcuts,Shane Snow,3.93,5320,2014
Take the Stairs: 7 Steps to Achieving True Success (Hardcover),/book/show/12084105-take-the-stairs,Rory Vaden,4.12,2232,2012
Networking for People Who Hate Networking: A Field Guide for Introverts; the Overwhelmed; and the Underconnected (Paperback),/book/show/8267674-networking-for-people-who-hate-networking,Devora Zack,3.55,1480,1991
29 Gifts: How a Month of Giving Can Change Your Life (Hardcover),/book/show/6584140-29-gifts,Cami Walker,3.64,2950,2009
Focus: A Simplicity Manifesto in the Age of Distraction (ebook),/book/show/9549534-focus,Leo Babauta,3.63,1306,2010
The Shadow Effect: Illuminating the Hidden Power of Your True Self (Hardcover),/book/show/7842406-the-shadow-effect,Deepak Chopra,3.83,2933,2009
Fearless: Imagine Your Life Without Fear (Hardcover),/book/show/6436732-fearless,Max Lucado,4.19,10598,2000
Unclutter Your Life in One Week (Hardcover),/book/show/6485538-unclutter-your-life-in-one-week,Erin Rooney Doland,3.52,1506,2009
Boundaries: Where You End And I Begin: How To Recognize And Set Healthy Boundaries (Hardcover),/book/show/109579.Boundaries,Anne  Katherine,3.99,917,1991
Why Is It Always About You? : The Seven Deadly Sins of Narcissism (Trade Paperback),/book/show/423271.Why_Is_It_Always_About_You_,Sandy Hotchkiss,3.9,1636,2002
Your Sacred Self: Making the Decision to be Free (Paperback),/book/show/1104921.Your_Sacred_Self,Wayne W. Dyer,4.19,1378,1995
Twelve Steps and Twelve Traditions (Hardcover),/book/show/3059.Twelve_Steps_and_Twelve_Traditions,Alcoholics Anonymous,4.5,5177,1952
Chicken Soup for the Teenage Soul II (Paperback),/book/show/994204.Chicken_Soup_for_the_Teenage_Soul_II,Jack Canfield,3.98,6686,1998
Das Caf\xc3\xa9 am Rande der Welt (Paperback),/book/show/1780947.Das_Caf_am_Rande_der_Welt,John P. Strelecky,3.7,12120,2003
The Great Mental Models: General Thinking Concepts (Kindle Edition),/book/show/44245196-the-great-mental-models,Shane Parrish,4.07,2678,
Queer Eye: Love Yourself. Love Your Life. (Hardcover),/book/show/41016993-queer-eye,Antoni Porowski,4.02,2377,2018
Heart Talk: Poetic Wisdom for a Better Life (Paperback),/book/show/35297176-heart-talk,Cleo Wade,4.24,4451,2018
Dear Ijeawele; or a Feminist Manifesto in Fifteen Suggestions (Hardcover),/book/show/33585392-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions,Chimamanda Ngozi Adichie,4.52,54626,2017
To-Do List Formula: A Stress-Free Guide To Creating To-Do Lists That Work! (Kindle Edition),/book/show/31329812-to-do-list-formula,Damon Zahariades,3.92,2442,2016
Happy: Finding joy in every day and letting go of perfect (Kindle Edition),/book/show/33627840-happy,Fearne Cotton,3.89,3262,
The Simple Path to Wealth: Your road map to financial independence and a rich; free life (Kindle Edition),/book/show/30646587-the-simple-path-to-wealth,J.L. Collins,4.47,8211,2016
Born for This: How to Find the Work You Were Meant to Do (Hardcover),/book/show/25893699-born-for-this,Chris Guillebeau,3.61,1922,2016
A Mindfulness Guide for the Frazzled (Kindle Edition),/book/show/27401322-a-mindfulness-guide-for-the-frazzled,Ruby Wax,3.8,2767,
Brain Lock: Free Yourself from Obsessive-Compulsive Behavior (Paperback),/book/show/44096.Brain_Lock,Jeffrey M. Schwartz,4.04,1341,1996
Gorilla Mindset: How to Control Your Thoughts and Emotions to Live Life on Your Terms (Kindle Edition),/book/show/25803115-gorilla-mindset,Mike Cernovich,3.67,2282,2015
Listful Thinking: Using Lists to Be More Productive; Successful and Less Stressed (Paperback),/book/show/22324027-listful-thinking,Paula Rizzo,3.31,1208,2015
Getting Past Your Past: Take Control of Your Life with Self-Help Techniques from EMDR Therapy (Hardcover),/book/show/11974141-getting-past-your-past,Francine Shapiro,4.07,1349,2012
More Than Two: A Practical Guide to Ethical Polyamory (Paperback),/book/show/21955937-more-than-two,Franklin Veaux,4.35,2613,2014
Getting Past Your Breakup: How to Turn a Devastating Loss into the Best Thing That Ever Happened to You (Paperback),/book/show/4811949-getting-past-your-breakup,Susan J. Elliott,4.18,1193,2009
Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger (Hardcover),/book/show/944652.Poor_Charlie_s_Almanack,Charles T. Munger,4.51,5952,2005
Stitches: A Handbook on Meaning; Hope; and Repair (Hardcover),/book/show/18079659-stitches,Anne Lamott,3.86,9067,2013
101 Secrets for Your Twenties (Paperback),/book/show/17623735-101-secrets-for-your-twenties,Paul Angone,3.63,1402,2013
What Makes Your Brain Happy and Why You Should Do the Opposite (Paperback),/book/show/11437838-what-makes-your-brain-happy-and-why-you-should-do-the-opposite,David DiSalvo,3.86,3376,2011
Bringing Up B\xc3\xa9b\xc3\xa9: One American Mother Discovers the Wisdom of French Parenting (Audiobook),/book/show/13152287-bringing-up-b-b,Pamela Druckerman,3.99,46679,2012
Margin: Restoring Emotional; Physical; Financial; and Time Reserves to Overloaded Lives (Paperback),/book/show/837905.Margin,Richard A. Swenson,3.93,1700,1992
Zen to Done (ebook),/book/show/2372284.Zen_to_Done,Leo Babauta,3.76,2103,2007
Emily Post's Etiquette (Hardcover),/book/show/161651.Emily_Post_s_Etiquette,Peggy Post,4.15,2328,1922
The Well-Educated Mind: A Guide to the Classical Education You Never Had (Hardcover),/book/show/86145.The_Well_Educated_Mind,Susan Wise Bauer,3.98,3147,2003
An Open Heart: Practicing Compassion in Everyday Life (Hardcover),/book/show/261069.An_Open_Heart,Dalai Lama XIV,4.17,8177,2001
The Highly Sensitive Person's Survival Guide: Essential Skills for Living Well in an Overstimulating World (Paperback),/book/show/155376.The_Highly_Sensitive_Person_s_Survival_Guide,Ted Zeff,3.5,903,2004
Curly Girl (Paperback),/book/show/126135.Curly_Girl,Lorraine Massey,4.06,4891,2001
The Choice (Paperback),/book/show/549210.The_Choice,Og Mandino,4.31,4701,1984
How to Survive the Loss of a Love (How to Survive),/book/show/223799.How_to_Survive_the_Loss_of_a_Love,Melba Colgrove,4.28,1487,1977
The Power of a Positive No: How to Say No and Still Get to Yes (Hardcover),/book/show/99401.The_Power_of_a_Positive_No,William Ury,4.02,2192,2007
Women & Money: Owning the Power to Control Your Destiny (Hardcover),/book/show/78431.Women_Money,Suze Orman,3.87,3491,2005
\xd8\xaf\xd9\x84\xd9\x8a\xd9\x84 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb8\xd9\x85\xd8\xa9 2 (Paperback),/book/show/12075415-2,Robin S. Sharma,3.97,2070,2007
The Greatest Miracle in the World (Paperback),/book/show/897426.The_Greatest_Miracle_in_the_World,Og Mandino,4.28,4111,1975
How to Meditate: A Practical Guide to Making Friends with Your Mind (Audio CD),/book/show/1891102.How_to_Meditate,Pema Ch\xc3\xb6dr\xc3\xb6n,4.15,3154,2008
Get Smart!: How to Think; Decide; Act; and Get Better Results in Everything You Do (Hardcover),/book/show/25614500-get-smart,Brian Tracy,3.84,1554,2016
Are u ok?: A Guide to Caring for Your Mental Health (Hardcover),/book/show/39835253-are-u-ok,Kati Morton,3.93,916,2018
The Passion Test: The Effortless Path to Discovering Your Destiny (Hardcover),/book/show/343842.The_Passion_Test,Janet Bray Attwood,3.65,903,2006
Emergent Strategy: Shaping Change; Changing Worlds (Paperback),/book/show/29633913-emergent-strategy,Adrienne Maree Brown,4.34,3368,2017
How to Live a Good Life (Kindle Edition),/book/show/31937028-how-to-live-a-good-life,Jonathan Fields,3.86,1190,2015
